block_hour,pool_address,usd_daily_swap_fee
2024-02-10 00:00:00.000 UTC,0x3de27efa2f1aa663ae5d458857e731c129069f29,344.88930906796867
2024-02-11 00:00:00.000 UTC,0x3de27efa2f1aa663ae5d458857e731c129069f29,770.2762866089814
2024-02-12 00:00:00.000 UTC,0x3de27efa2f1aa663ae5d458857e731c129069f29,1303.9390781177447
2024-02-13 00:00:00.000 UTC,0x3de27efa2f1aa663ae5d458857e731c129069f29,1385.3663001520335
2024-02-14 00:00:00.000 UTC,0x3de27efa2f1aa663ae5d458857e731c129069f29,2559.8363454496157
2024-02-15 00:00:00.000 UTC,0x3de27efa2f1aa663ae5d458857e731c129069f29,2644.6072852632037
2024-02-16 00:00:00.000 UTC,0x3de27efa2f1aa663ae5d458857e731c129069f29,3416.4072684504804
2024-02-17 00:00:00.000 UTC,0x3de27efa2f1aa663ae5d458857e731c129069f29,891.4544522812448
2024-02-18 00:00:00.000 UTC,0x3de27efa2f1aa663ae5d458857e731c129069f29,3004.0248626140956
2024-02-19 00:00:00.000 UTC,0x3de27efa2f1aa663ae5d458857e731c129069f29,1515.5063189441748
2024-02-20 00:00:00.000 UTC,0x3de27efa2f1aa663ae5d458857e731c129069f29,5762.19460671885
2024-02-21 00:00:00.000 UTC,0x3de27efa2f1aa663ae5d458857e731c129069f29,1556.5565956935675
2024-02-22 00:00:00.000 UTC,0x3de27efa2f1aa663ae5d458857e731c129069f29,348.3115958632091
2024-02-23 00:00:00.000 UTC,0x3de27efa2f1aa663ae5d458857e731c129069f29,24443.017161689484
2024-02-24 00:00:00.000 UTC,0x3de27efa2f1aa663ae5d458857e731c129069f29,16449.289899200616
2024-02-25 00:00:00.000 UTC,0x3de27efa2f1aa663ae5d458857e731c129069f29,5900.726906732223
2024-02-26 00:00:00.000 UTC,0x3de27efa2f1aa663ae5d458857e731c129069f29,13951.569314082433
2024-02-27 00:00:00.000 UTC,0x3de27efa2f1aa663ae5d458857e731c129069f29,6922.481563203188
2024-02-28 00:00:00.000 UTC,0x3de27efa2f1aa663ae5d458857e731c129069f29,11117.944803030081
2024-02-29 00:00:00.000 UTC,0x3de27efa2f1aa663ae5d458857e731c129069f29,15007.08343007473
2024-03-01 00:00:00.000 UTC,0x3de27efa2f1aa663ae5d458857e731c129069f29,5751.393241591835
2024-03-02 00:00:00.000 UTC,0x3de27efa2f1aa663ae5d458857e731c129069f29,10142.579375370928
2024-03-03 00:00:00.000 UTC,0x3de27efa2f1aa663ae5d458857e731c129069f29,10956.669305165571
2024-03-04 00:00:00.000 UTC,0x3de27efa2f1aa663ae5d458857e731c129069f29,10520.768489956565
2024-03-05 00:00:00.000 UTC,0x3de27efa2f1aa663ae5d458857e731c129069f29,17912.718759679676
2024-03-06 00:00:00.000 UTC,0x3de27efa2f1aa663ae5d458857e731c129069f29,33757.729489373436
2024-03-07 00:00:00.000 UTC,0x3de27efa2f1aa663ae5d458857e731c129069f29,18910.125354105756
2024-03-08 00:00:00.000 UTC,0x3de27efa2f1aa663ae5d458857e731c129069f29,31499.2218279963
2024-03-09 00:00:00.000 UTC,0x3de27efa2f1aa663ae5d458857e731c129069f29,9969.75035906376
2024-03-10 00:00:00.000 UTC,0x3de27efa2f1aa663ae5d458857e731c129069f29,7678.261062813015
2024-03-11 00:00:00.000 UTC,0x3de27efa2f1aa663ae5d458857e731c129069f29,19862.916241658193
2024-03-12 00:00:00.000 UTC,0x3de27efa2f1aa663ae5d458857e731c129069f29,14762.907023519296
2024-03-13 00:00:00.000 UTC,0x3de27efa2f1aa663ae5d458857e731c129069f29,21723.906670220567
2024-03-14 00:00:00.000 UTC,0x3de27efa2f1aa663ae5d458857e731c129069f29,11244.363022169664
2024-03-15 00:00:00.000 UTC,0x3de27efa2f1aa663ae5d458857e731c129069f29,8902.467636755955
2024-03-16 00:00:00.000 UTC,0x3de27efa2f1aa663ae5d458857e731c129069f29,10417.80647894159
2024-03-17 00:00:00.000 UTC,0x3de27efa2f1aa663ae5d458857e731c129069f29,11982.240018206392
2024-03-18 00:00:00.000 UTC,0x3de27efa2f1aa663ae5d458857e731c129069f29,6182.341523757365
2024-03-19 00:00:00.000 UTC,0x3de27efa2f1aa663ae5d458857e731c129069f29,11711.477643331848
2024-03-20 00:00:00.000 UTC,0x3de27efa2f1aa663ae5d458857e731c129069f29,8095.498049529001
2024-03-21 00:00:00.000 UTC,0x3de27efa2f1aa663ae5d458857e731c129069f29,10076.690838583883
2024-03-22 00:00:00.000 UTC,0x3de27efa2f1aa663ae5d458857e731c129069f29,3827.5336704247634
2024-03-23 00:00:00.000 UTC,0x3de27efa2f1aa663ae5d458857e731c129069f29,3148.3973117118744
2024-03-24 00:00:00.000 UTC,0x3de27efa2f1aa663ae5d458857e731c129069f29,3790.0365551230516
2024-03-25 00:00:00.000 UTC,0x3de27efa2f1aa663ae5d458857e731c129069f29,5059.325108612291
2024-03-26 00:00:00.000 UTC,0x3de27efa2f1aa663ae5d458857e731c129069f29,4296.22952439223
2024-03-27 00:00:00.000 UTC,0x3de27efa2f1aa663ae5d458857e731c129069f29,3904.846556829134
2024-03-28 00:00:00.000 UTC,0x3de27efa2f1aa663ae5d458857e731c129069f29,3440.6152564900813
2024-03-29 00:00:00.000 UTC,0x3de27efa2f1aa663ae5d458857e731c129069f29,5246.99563080763
2024-03-30 00:00:00.000 UTC,0x3de27efa2f1aa663ae5d458857e731c129069f29,3618.498627910502
2024-03-31 00:00:00.000 UTC,0x3de27efa2f1aa663ae5d458857e731c129069f29,2179.760827524112
2024-04-01 00:00:00.000 UTC,0x3de27efa2f1aa663ae5d458857e731c129069f29,17468.387889251415
2024-04-02 00:00:00.000 UTC,0x3de27efa2f1aa663ae5d458857e731c129069f29,10882.885163571857
2024-04-03 00:00:00.000 UTC,0x3de27efa2f1aa663ae5d458857e731c129069f29,5942.0441906790375
2024-04-04 00:00:00.000 UTC,0x3de27efa2f1aa663ae5d458857e731c129069f29,640.5167301135399
2024-04-05 00:00:00.000 UTC,0x3de27efa2f1aa663ae5d458857e731c129069f29,2293.0035150480207
2024-04-06 00:00:00.000 UTC,0x3de27efa2f1aa663ae5d458857e731c129069f29,10823.175008256956
2024-04-07 00:00:00.000 UTC,0x3de27efa2f1aa663ae5d458857e731c129069f29,6468.301071692367
2024-04-08 00:00:00.000 UTC,0x3de27efa2f1aa663ae5d458857e731c129069f29,4905.614197717999
2024-04-09 00:00:00.000 UTC,0x3de27efa2f1aa663ae5d458857e731c129069f29,12274.296745923484
2024-04-10 00:00:00.000 UTC,0x3de27efa2f1aa663ae5d458857e731c129069f29,19316.884707841997
2024-04-11 00:00:00.000 UTC,0x3de27efa2f1aa663ae5d458857e731c129069f29,14383.786037085485
2024-04-12 00:00:00.000 UTC,0x3de27efa2f1aa663ae5d458857e731c129069f29,14971.826921018863
2024-04-13 00:00:00.000 UTC,0x3de27efa2f1aa663ae5d458857e731c129069f29,62828.14186470913
2024-04-14 00:00:00.000 UTC,0x3de27efa2f1aa663ae5d458857e731c129069f29,9977.009631532303
2024-04-15 00:00:00.000 UTC,0x3de27efa2f1aa663ae5d458857e731c129069f29,11423.45161649573
2024-04-16 00:00:00.000 UTC,0x3de27efa2f1aa663ae5d458857e731c129069f29,12835.818097978972
2024-04-17 00:00:00.000 UTC,0x3de27efa2f1aa663ae5d458857e731c129069f29,2585.637645800518
2024-04-18 00:00:00.000 UTC,0x3de27efa2f1aa663ae5d458857e731c129069f29,1542.333057035658
2024-04-19 00:00:00.000 UTC,0x3de27efa2f1aa663ae5d458857e731c129069f29,2764.736303400261
2024-04-20 00:00:00.000 UTC,0x3de27efa2f1aa663ae5d458857e731c129069f29,3153.7678588256044
2024-04-21 00:00:00.000 UTC,0x3de27efa2f1aa663ae5d458857e731c129069f29,1591.5986926817825
2024-04-22 00:00:00.000 UTC,0x3de27efa2f1aa663ae5d458857e731c129069f29,4794.476120832297
2024-04-23 00:00:00.000 UTC,0x3de27efa2f1aa663ae5d458857e731c129069f29,2350.089800233098
2024-04-24 00:00:00.000 UTC,0x3de27efa2f1aa663ae5d458857e731c129069f29,2522.745901550073
2024-04-25 00:00:00.000 UTC,0x3de27efa2f1aa663ae5d458857e731c129069f29,3865.8609241502027
2024-04-26 00:00:00.000 UTC,0x3de27efa2f1aa663ae5d458857e731c129069f29,1842.151491971697
2024-04-27 00:00:00.000 UTC,0x3de27efa2f1aa663ae5d458857e731c129069f29,2219.591574433863
2024-04-28 00:00:00.000 UTC,0x3de27efa2f1aa663ae5d458857e731c129069f29,1615.2844563916087
2024-04-29 00:00:00.000 UTC,0x3de27efa2f1aa663ae5d458857e731c129069f29,1942.9273735310046
2024-04-30 00:00:00.000 UTC,0x3de27efa2f1aa663ae5d458857e731c129069f29,2231.625405247039
2024-05-01 00:00:00.000 UTC,0x3de27efa2f1aa663ae5d458857e731c129069f29,2095.9445714216567
2024-05-02 00:00:00.000 UTC,0x3de27efa2f1aa663ae5d458857e731c129069f29,2851.8515736284808
2024-05-03 00:00:00.000 UTC,0x3de27efa2f1aa663ae5d458857e731c129069f29,1487.0896508724036
2024-05-04 00:00:00.000 UTC,0x3de27efa2f1aa663ae5d458857e731c129069f29,810.5301001018317
2024-05-05 00:00:00.000 UTC,0x3de27efa2f1aa663ae5d458857e731c129069f29,1116.7127977535065
2024-05-06 00:00:00.000 UTC,0x3de27efa2f1aa663ae5d458857e731c129069f29,683.5439755031766
2024-05-07 00:00:00.000 UTC,0x3de27efa2f1aa663ae5d458857e731c129069f29,5205.162599654103
2024-05-08 00:00:00.000 UTC,0x3de27efa2f1aa663ae5d458857e731c129069f29,2326.843069891481
2024-05-09 00:00:00.000 UTC,0x3de27efa2f1aa663ae5d458857e731c129069f29,1841.707457739368
2024-05-10 00:00:00.000 UTC,0x3de27efa2f1aa663ae5d458857e731c129069f29,2000.8192902215908
2024-05-11 00:00:00.000 UTC,0x3de27efa2f1aa663ae5d458857e731c129069f29,1681.7983910345506
2024-05-12 00:00:00.000 UTC,0x3de27efa2f1aa663ae5d458857e731c129069f29,50.16881482469479
2024-05-13 00:00:00.000 UTC,0x3de27efa2f1aa663ae5d458857e731c129069f29,3081.709153828951
2024-05-14 00:00:00.000 UTC,0x3de27efa2f1aa663ae5d458857e731c129069f29,1326.4199519055594
2024-05-15 00:00:00.000 UTC,0x3de27efa2f1aa663ae5d458857e731c129069f29,1658.9861718563727
2024-05-16 00:00:00.000 UTC,0x3de27efa2f1aa663ae5d458857e731c129069f29,1559.7090929959795
